銘柄名,銘柄コード,市場,弁済期限(いちにち),弁済期限(14日),弁済期限(無期限),売建可能数量[株],優待権利付き最終日,株主優待,特別空売り料[円],現在値[円],前日比[円],当日株価変動率[％],日中出来高増減率[％],ティック数,出来高[株],直近高値騰落率[％],貸借区分,逆日歩[円]
"合同製鐵","5410","東証","-","-","○","4,900","-","無","0.00","1,949","-7","0.30 %","-","498","100,300","-2.93 %","貸借","0.00"
"ＪＦＥホールディングス","5411","東証","○","-","○","51,500","03/26","有","0.00","1,572.0","12.0","-0.12 %","-","6,161","4,616,200","-1.10 %","貸借","0.00"
"東京製鐵","5423","東証","-","-","○","89,400","-","無","0.00","803","-4","-0.24 %","-","615","289,400","-2.78 %","貸借","0.00"
"共英製鋼","5440","東証","○","-","○","200","09/25","有","0.00","1,843","-11","-0.37 %","-","356","69,100","-3.50 %","貸借","0.00"
"大和工業","5444","東証","-","-","○","53,800","-","無","0.00","3,085","-45","-0.80 %","-","560","129,900","-2.83 %","貸借","0.10"
"大阪製鐵","5449","東証","-","-","○","15,100","03/26","有","0.00","1,683","-4","-0.94 %","-","41","7,200","-1.29 %","貸借","0.00"
"淀川製鋼所","5451","東証","-","-","○","10,800","09/25","有","0.00","2,100","-2","-0.09 %","-","97","16,400","-0.80 %","貸借","0.00"
"丸一鋼管","5463","東証","-","-","○","85,500","09/25","有","0.00","2,947","52","2.29 %","-","835","223,800","-0.30 %","貸借","0.00"
"モリ工業","5464","東証","-","-","○","6,900","-","無","0.00","1,914","-8","-0.51 %","-","65","8,500","-1.59 %","貸借","0.00"
"大同特殊鋼","5471","東証","-","-","○","19,000","-","無","0.00","4,035","0","-1.10 %","-","259","72,600","-1.46 %","貸借","0.00"
"山陽特殊製鋼","5481","東証","-","-","○","7,100","09/25","有","0.00","1,479","0","-1.00 %","-","367","78,800","-3.07 %","貸借","0.00"
"愛知製鋼","5482","東証","-","-","○","12,700","-","無","0.00","3,095","-25","-0.64 %","-","90","14,600","-1.27 %","貸借","0.00"
"日立金属","5486","東証","○","-","○","1,400","-","無","0.00","1,224","-17","-1.21 %","-","1,463","877,200","-3.54 %","貸借","0.00"
"大平洋金属","5541","東証","○","-","○","700","-","無","0.00","2,190","10","0.55 %","-","637","157,300","-1.44 %","貸借","0.00"
"栗本鉄工所","5602","東証","-","-","○","9,300","-","無","0.00","1,433","12","1.27 %","-","150","24,400","0.00 %","貸借","0.00"
"日本製鋼所","5631","東証","○","-","○","3,000","-","無","0.00","1,774","-11","-0.33 %","-","1,326","349,200","-1.66 %","貸借","0.00"
"三菱製鋼","5632","東証","○","-","○","1,600","-","無","0.00","1,218","-25","-1.93 %","-","194","33,300","-2.79 %","貸借","0.00"
"日本軽金属ＨＤ","5703","東証","○","-","○","81,300","-","無","0.00","232","-4","-1.69 %","-","857","3,415,400","-4.52 %","貸借","0.00"
"三井金属","5706","東証","○","-","○","7,000","-","無","0.00","2,562","8","-0.69 %","-","1,740","561,100","-1.72 %","貸借","0.00"
"東邦亜鉛","5707","東証","-","-","○","13,700","-","無","0.00","2,518","10","0.76 %","-","424","90,200","-2.59 %","貸借","0.00"
"三菱マテリアル","5711","東証","○","-","○","4,800","09/25","有","0.00","3,065","20","0.49 %","-","1,065","422,600","-0.80 %","貸借","0.10"
"住友鉱山","5713","東証","○","-","○","11,300","-","無","0.00","3,136.0","16.0","-0.44 %","-","3,186","1,362,300","-1.84 %","貸借","0.00"
"ＤＯＷＡホールディングス","5714","東証","-","-","○","5,300","-","無","0.00","3,515","-10","-0.28 %","-","533","193,700","-1.54 %","貸借","0.00"
"古河機金","5715","東証","-","-","○","37,300","-","無","0.00","1,399","6","0.21 %","-","782","160,500","-1.27 %","貸借","0.00"
"古河電工","5801","東証","○","-","○","7,900","-","無","0.00","3,050","0","-0.16 %","-","830","318,700","-1.77 %","貸借","0.00"
"住友電工","5802","東証","○","-","○","16,600","-","無","0.00","1,379.0","-5.5","-0.50 %","-","2,894","1,809,300","-0.86 %","貸借","0.00"
"フジクラ","5803","東証","○","-","○","12,600","-","無","0.00","388","0","-0.51 %","-","1,353","1,897,100","-2.02 %","貸借","0.00"
"昭和電線ＨＬＤＧＳ","5805","東証","-","-","○","16,600","-","無","0.00","822","-3","0.24 %","-","151","47,900","-1.32 %","貸借","0.00"
"タツタ電線","5809","東証","○","-","○","17,200","-","無","0.00","478","0","-1.23 %","-","423","199,500","-2.64 %","貸借","0.00"
"リョービ","5851","東証","-","-","○","800","-","無","0.00","1,995","-43","-0.64 %","-","412","79,800","-3.01 %","貸借","0.00"
"アーレステイ","5852","東証","○","-","○","19,700","-","無","0.00","543","-4","-0.73 %","-","231","107,300","-3.38 %","貸借","0.00"
"アサヒＨＤ","5857","東証","○","-","○","7,800","03/26","有","0.00","2,220","36","0.90 %","-","1,727","534,900","-1.42 %","貸借","0.00"
"東洋製罐グループＨＤ","5901","東証","-","-","○","111,200","-","無","0.00","2,215","-2","1.18 %","-","1,346","525,300","-1.11 %","貸借","0.05"
"ホッカンホールディングス","5902","東証","○","-","○","900","03/26","有","0.00","1,743","-7","-0.74 %","-","26","5,700","-4.33 %","貸借","0.00"
"横河ブリッジＨＬＤＧＳ","5911","東証","-","-","○","10,500","03/26","有","0.00","1,679","6","0.29 %","-","459","91,000","-1.58 %","貸借","0.00"
"ＯＳＪＢＨＤ","5912","東証","-","-","○","130,300","-","無","0.00","268","0","-0.37 %","-","501","559,400","-1.83 %","貸借","0.00"
"駒井ハルテック","5915","東証","-","-","○","1,300","-","無","0.00","1,700","8","-0.05 %","-","37","6,900","-0.46 %","貸借","0.00"
"三和ホールディングス","5929","東証","-","-","○","301,300","09/25","有","0.00","1,154","12","0.08 %","-","1,124","507,300","-0.43 %","貸借","0.00"
"三協立山","5932","東証","-","-","○","11,000","-","無","0.00","1,202","-1","1.17 %","-","344","60,200","-1.39 %","貸借","0.05"
"ＬＩＸＩＬグループ","5938","東証","○","-","○","29,900","09/25","有","0.00","1,478","3","0.20 %","-","2,660","1,705,400","-2.63 %","貸借","0.00"
"ノーリツ","5943","東証","-","-","○","52,500","-","無","0.00","1,285","-14","-1.07 %","-","382","92,100","-3.60 %","貸借","0.00"
"長府製作所","5946","東証","-","-","○","24,400","12/25","有","0.00","2,172","-9","-1.13 %","-","56","26,300","-2.42 %","貸借","0.05"
"リンナイ","5947","東証","-","-","○","48,200","-","無","0.00","6,730","-40","-0.44 %","-","397","105,900","-2.88 %","貸借","0.00"
"ユニプレス","5949","東証","-","-","○","46,700","03/26","有","0.00","1,717","-3","1.17 %","-","920","211,000","-1.77 %","貸借","0.05"
"日東精工","5957","東証","-","-","○","6,900","-","無","0.00","572","8","-0.86 %","-","146","55,400","-2.38 %","貸借","0.00"
"ジーテクト","5970","東証","-","-","○","27,500","03/26","有","0.00","1,494","-4","0.33 %","-","149","37,200","-1.77 %","貸借","0.00"
"東プレ","5975","東証","-","-","○","52,600","03/26","有","0.00","1,721","-2","0.00 %","-","426","80,000","-2.54 %","貸借","0.00"
"パイオラックス","5988","東証","-","-","○","38,900","09/25","有","0.00","1,849","-23","-0.64 %","-","238","38,000","-2.11 %","貸借","0.05"
"日本発条","5991","東証","-","-","○","60,600","-","無","0.00","816","-1","-0.72 %","-","913","522,900","-1.44 %","貸借","0.00"
"中央発條","5992","東証","-","-","○","2,300","-","無","0.00","2,921","18","0.58 %","-","14","3,800","-0.40 %","貸借","0.00"
"三浦工業","6005","東証","-","-","○","84,800","09/25","有","0.00","3,380","25","0.29 %","-","485","202,100","-1.02 %","貸借","0.10"
"タクマ","6013","東証","-","-","○","93,200","-","無","0.00","1,333","18","-0.07 %","-","1,087","288,600","-0.89 %","貸借","0.00"
"テクノプロ・ホールディング","6028","東証","-","-","○","36,300","-","無","0.00","5,870","-40","-0.67 %","-","437","102,700","-1.67 %","貸借","0.10"
"アサンテ","6073","東証","○","-","○","2,800","09/25","有","0.00","2,119","-5","0.42 %","-","15","2,600","-2.35 %","貸借","0.00"
"リクルートホールディングス","6098","東証","○","-","○","157,300","-","無","0.00","3,578.0","-1.0","0.76 %","-","4,218","2,628,100","-0.30 %","貸借","0.00"
"ツガミ","6101","東証","○","-","○","0","-","無","0.00","873","-25","-2.13 %","-","1,460","911,100","-5.00 %","貸借","0.00"
"オークマ","6103","東証","-","-","○","25,900","-","無","0.00","5,390","-40","-2.00 %","-","598","208,300","-2.35 %","貸借","0.00"
"東芝機械","6104","東証","○","-","○","1,900","-","無","0.00","2,448","18","1.11 %","-","843","143,200","-1.29 %","貸借","0.00"
"アマダホールディングス","6113","東証","○","-","○","9,100","-","無","0.00","1,209","-7","-1.06 %","-","1,823","1,611,800","-1.14 %","貸借","0.00"
"アイダエンジニア","6118","東証","-","-","○","77,000","-","無","0.00","809","4","0.49 %","-","614","191,300","-1.34 %","貸借","0.00"
"ＦＵＪＩ","6134","東証","-","-","○","47,600","-","無","0.00","1,275","-5","-0.70 %","-","1,194","345,100","-2.07 %","貸借","0.00"
"牧野フライス","6135","東証","○","-","○","4,300","-","無","0.00","4,185","-40","-2.21 %","-","901","259,000","-3.23 %","貸借","0.00"
"オーエスジー","6136","東証","-","-","○","103,100","-","無","0.00","2,052","-30","-1.25 %","-","1,094","245,300","-3.11 %","貸借","0.05"
"旭ダイヤモンド","6140","東証","○","-","○","14,300","-","無","0.00","646","0","0.15 %","-","318","139,000","-1.52 %","貸借","0.00"
"ＤＭＧ森精機","6141","東証","○","-","○","6,500","-","無","0.00","1,592","0","-2.45 %","-","2,904","1,482,800","-2.86 %","貸借","0.05"
"ソデイツク","6143","東証","-","-","○","14,100","-","無","0.00","932","4","-0.63 %","-","693","205,100","-1.06 %","貸借","0.00"
"ディスコ","6146","東証","○","-","○","400","-","無","0.00","15,910","-150","-0.81 %","-","759","126,300","-5.29 %","貸借","0.00"
"日東工器","6151","東証","-","-","○","13,100","-","無","0.00","2,159","-78","-1.86 %","-","80","15,700","-3.78 %","貸借","0.00"
"ベルシステム２４ＨＬＤＧＳ","6183","東証","-","-","○","11,900","-","無","0.00","1,514","5","0.86 %","-","525","105,300","-1.23 %","貸借","0.00"
"豊田自動織機","6201","東証","○","-","○","13,000","-","無","0.00","5,830","40","0.17 %","-","761","369,900","-1.35 %","貸借","0.00"
"島精機製作所","6222","東証","○","-","○","400","09/25","有","0.00","3,065","-45","-0.32 %","-","255","62,500","-2.38 %","貸借","0.00"
"日阪製作所","6247","東証","-","-","○","30,000","-","無","0.00","868","-10","-0.11 %","-","53","24,200","-3.01 %","貸借","0.05"
"やまびこ","6250","東証","○","-","○","6,700","-","無","0.00","919","-3","0.10 %","-","232","60,900","-1.71 %","貸借","0.00"
"ナブテスコ","6268","東証","-","-","○","3,800","-","無","0.00","2,865","-55","-1.37 %","-","2,743","935,600","-4.97 %","貸借","0.00"
"三井海洋開発","6269","東証","○","-","○","2,000","-","無","0.00","3,035","38","1.16 %","-","586","123,600","-5.89 %","貸借","0.05"
"レオン自動機","6272","東証","-","-","○","7,500","-","無","0.00","1,806","44","0.89 %","-","717","133,300","-0.66 %","貸借","0.05"
"ＳＭＣ","6273","東証","○","-","○","800","-","無","0.00","39,000","-170","0.12 %","-","786","138,800","-0.91 %","貸借","0.00"
"ホソカワミクロン","6277","東証","-","-","○","7,600","09/25","有","0.00","4,395","-100","-2.22 %","-","148","22,400","-2.33 %","貸借","0.00"
"オイレス工業","6282","東証","-","-","○","29,300","03/26","有","0.00","1,553","-23","-1.20 %","-","308","56,900","-2.08 %","貸借","0.00"
"サト－ホールディングス","6287","東証","-","-","○","33,600","-","無","0.00","2,737","-13","-0.36 %","-","448","92,100","-1.58 %","貸借","0.00"
"日精樹脂工業","6293","東証","○","-","○","1,600","03/26","有","0.00","931","-11","-1.68 %","-","109","19,500","-2.91 %","貸借","0.00"
"小松製作所","6301","東証","○","-","○","7,700","09/25","有","0.00","2,539.5","19.5","0.89 %","-","10,245","5,836,400","-0.76 %","貸借","0.00"
"住友重機械","6302","東証","○","-","○","2,600","-","無","0.00","3,640","30","0.00 %","-","1,139","566,800","-1.48 %","貸借","0.00"
"日立建機","6305","東証","○","-","○","4,000","-","無","0.00","2,798","-23","-0.10 %","-","2,368","909,100","-1.96 %","貸借","0.05"
"日工","6306","東証","-","-","○","6,000","-","無","0.00","2,762","-23","-1.00 %","-","104","27,300","-1.35 %","貸借","0.00"
"巴工業","6309","東証","-","-","○","4,700","10/28","有","0.00","2,361","0","0.59 %","-","24","5,100","-0.63 %","信用","0.00"
"井関農機","6310","東証","-","-","○","4,700","-","無","0.00","1,533","9","0.45 %","-","183","30,100","-1.66 %","貸借","0.00"
"北川鉄工所","6317","東証","-","-","○","10,900","-","無","0.00","2,095","-26","-0.28 %","-","74","12,800","-1.82 %","貸借","0.00"
"クボタ","6326","東証","○","-","○","9,900","-","無","0.00","1,775.0","8.0","0.14 %","-","4,584","2,301,000","-0.81 %","貸借","0.05"
"荏原実業","6328","東証","-","-","○","1,700","-","無","0.00","2,040","25","1.09 %","-","122","23,800","-0.09 %","貸借","0.00"
"月島機械","6332","東証","-","-","○","38,500","09/25","有","0.00","1,282","-38","-6.83 %","-","332","78,100","-6.83 %","貸借","0.05"
"帝国電機製作所","6333","東証","-","-","○","15,200","03/26","有","0.00","1,241","-30","-0.72 %","-","206","42,100","-3.12 %","貸借","0.00"
"渋谷工業","6340","東証","-","-","○","19,700","-","無","0.00","2,892","-40","-0.89 %","-","238","37,900","-2.33 %","貸借","0.00"
"小森コーポレーション","6349","東証","-","-","○","74,900","-","無","0.00","1,171","-17","-0.50 %","-","625","146,700","-4.40 %","貸借","0.00"
"鶴見製作所","6351","東証","-","-","○","18,500","-","無","0.00","1,970","-30","-1.15 %","-","21","6,100","-3.24 %","貸借","0.05"
"住友精密","6355","東証","-","-","○","3,800","-","無","0.00","2,783","13","-0.25 %","-","26","4,400","-0.96 %","貸借","0.00"
"荏原製作所","6361","東証","○","-","○","1,100","-","無","0.00","2,934","-5","-0.40 %","-","1,578","447,400","-0.94 %","貸借","0.00"
"石井鉄工所","6362","東証","○","-","○","800","-","無","0.00","1,999","1","-0.24 %","-","10","1,500","-0.44 %","貸借","0.00"
"酉島製作所","6363","東証","-","-","○","13,000","-","無","0.00","1,031","-6","1.97 %","-","87","21,600","-6.27 %","貸借","0.05"
"北越工業","6364","東証","-","-","○","18,700","-","無","0.00","1,191","-6","-0.75 %","-","215","44,000","-1.24 %","貸借","0.00"
"ダイキン工業","6367","東証","○","-","○","900","-","無","0.00","13,850","0","-0.14 %","-","1,331","456,900","-1.94 %","貸借","0.25"
"オルガノ","6368","東証","-","-","○","8,700","-","無","0.00","3,585","55","0.98 %","-","172","34,900","-1.78 %","貸借","0.00"
"ト－ヨ－カネツ","6369","東証","-","-","○","8,600","-","無","0.00","2,062","-20","1.07 %","-","280","46,000","-4.66 %","貸借","0.00"
"栗田工業","6370","東証","○","-","○","2,600","09/25","有","0.00","2,658","11","-0.67 %","-","1,474","403,600","-1.44 %","貸借","0.00"
"椿本チエイン","6371","東証","-","-","○","23,800","-","無","0.00","3,420","0","-0.43 %","-","201","46,900","-2.14 %","貸借","0.00"
"日機装","6376","東証","-","-","○","20,400","-","無","0.00","1,381","-63","-4.16 %","-","1,436","473,400","-5.08 %","貸借","0.05"
"新興プランテック","6379","東証","-","-","○","43,300","-","無","0.00","1,287","30","1.33 %","-","791","202,000","-1.00 %","貸借","0.00"
"アネスト岩田","6381","東証","-","-","○","38,300","-","無","0.00","963","-6","-0.72 %","-","79","15,600","-0.92 %","貸借","0.00"
"ダイフク","6383","東証","-","-","○","14,500","-","無","0.00","5,970","70","1.53 %","-","1,760","1,106,300","-1.80 %","貸借","0.00"
"加藤製作所","6390","東証","○","-","○","1,000","-","無","0.00","1,946","-8","-0.81 %","-","302","49,300","-2.21 %","貸借","0.00"
"油研工業","6393","東証","-","-","○","4,300","-","無","0.00","1,646","-17","0.00 %","-","48","6,000","-1.08 %","貸借","0.00"
"タダノ","6395","東証","-","-","○","34,200","-","無","0.00","1,108","-4","0.00 %","-","1,853","758,000","-1.94 %","貸借","0.00"
"フジテック","6406","東証","-","-","○","90,100","-","無","0.00","1,400","-19","-0.77 %","-","368","92,200","-2.50 %","貸借","0.00"
"ＣＫＤ","6407","東証","○","-","○","7,400","09/25","有","0.00","1,028","-21","-1.90 %","-","929","286,500","-4.37 %","貸借","0.00"
"キトー","6409","東証","-","-","○","11,900","-","無","0.00","1,643","-58","-3.52 %","-","470","93,000","-3.86 %","貸借","0.00"
"平和","6412","東証","○","-","○","14,500","09/25","有","0.00","2,244","15","-0.04 %","-","957","220,800","-1.18 %","貸借","0.00"
"理想科学工業","6413","東証","-","-","○","23,000","-","無","0.00","1,658","-12","-0.71 %","-","62","12,200","-1.48 %","貸借","0.05"
"ＳＡＮＫＹＯ","6417","東証","○","-","○","2,700","09/25","有","0.00","3,960","5","0.25 %","-","542","197,400","-3.17 %","貸借","0.10"
"マースグループＨＬＤＧＳ","6419","東証","-","-","○","15,000","03/26","有","0.00","2,025","-9","-2.12 %","-","68","11,300","-2.50 %","貸借","0.00"
"福島工業","6420","東証","-","-","○","2,300","03/26","有","0.00","3,525","-10","0.57 %","-","51","10,400","-1.12 %","貸借","0.00"
"竹内製作所","6432","東証","-","-","○","17,000","-","無","0.00","1,869","-8","-0.74 %","-","754","225,600","-2.19 %","貸借","0.00"
"アマノ","6436","東証","-","-","○","71,300","-","無","0.00","2,975","-25","-1.16 %","-","1,201","254,000","-2.29 %","貸借","0.05"
"ＪＵＫＩ","6440","東証","-","-","○","5,700","-","無","0.00","960","1","-1.13 %","-","801","275,700","-2.43 %","貸借","0.00"
"サンデンホールディングス","6444","東証","-","-","○","3,000","-","無","0.00","511","-5","-1.91 %","-","583","288,500","-3.21 %","貸借","0.00"
"蛇の目ミシン","6445","東証","-","-","○","20,800","-","無","0.00","443","2","0.68 %","-","62","15,200","-0.67 %","貸借","0.00"
"ブラザー工業","6448","東証","○","-","○","3,400","-","無","0.00","1,985","25","0.25 %","-","2,116","994,100","-0.84 %","貸借","0.05"
"マックス","6454","東証","-","-","○","36,900","-","無","0.00","1,521","-9","-0.13 %","-","352","59,600","-1.99 %","貸借","0.00"
"モリタホールディングス","6455","東証","-","-","○","42,400","-","無","0.00","1,890","-5","-0.78 %","-","118","26,500","-1.56 %","貸借","0.05"
"グローリー","6457","東証","-","-","○","64,900","-","無","0.00","2,827","20","0.10 %","-","726","149,600","-1.36 %","貸借","0.00"
"新晃工業","6458","東証","-","-","○","6,200","09/25","有","0.00","1,538","-46","-1.66 %","-","131","27,500","-4.41 %","貸借","0.00"
"大和冷機工業","6459","東証","-","-","○","34,000","-","無","0.00","1,114","-19","-1.85 %","-","161","28,300","-5.67 %","貸借","0.00"
"セガサミーホールディングス","6460","東証","○","-","○","14,800","09/25","有","0.00","1,309","-7","-0.15 %","-","1,384","721,000","-1.65 %","貸借","0.00"
"日本ピストンリング","6461","東証","-","-","○","5,200","-","無","0.00","1,399","-14","-2.64 %","-","87","17,200","-2.71 %","貸借","0.00"
"リケン","6462","東証","-","-","○","10,300","-","無","0.00","4,080","-160","-4.11 %","-","57","10,000","-5.44 %","貸借","0.00"
"ＴＰＲ","6463","東証","-","-","○","39,700","03/26","有","0.00","1,802","-23","-1.31 %","-","410","65,500","-3.22 %","貸借","0.00"
"ホシザキ","6465","東証","○","-","○","600","-","無","0.00","8,040","-60","-0.24 %","-","631","157,200","-2.54 %","貸借","0.00"
"大豊工業","6470","東証","-","-","○","5,400","-","無","0.00","831","0","-0.35 %","-","124","25,400","-2.92 %","貸借","0.00"
"日本精工","6471","東証","○","-","○","20,900","-","無","0.00","923","-12","0.10 %","-","2,276","2,233,500","-2.43 %","貸借","0.00"
"ＮＴＮ","6472","東証","○","-","○","0","-","無","0.00","309","-1","-0.96 %","-","1,010","2,593,500","-1.90 %","貸借","0.00"
"ジェイテクト","6473","東証","-","-","○","215,700","-","無","0.00","1,253","2","-0.15 %","-","1,464","970,000","-2.49 %","貸借","0.00"
"不二越","6474","東証","-","-","○","6,600","-","無","0.00","4,300","-45","-1.26 %","-","248","51,000","-1.93 %","貸借","0.00"
"ミネベアミツミ","6479","東証","○","-","○","9,800","-","無","0.00","1,726","-4","0.52 %","-","1,742","1,064,300","-2.48 %","貸借","0.00"
"ＴＨＫ","6481","東証","-","-","○","125,300","-","無","0.00","2,470","-60","-0.04 %","-","3,281","1,123,300","-4.81 %","貸借","0.00"
"前澤給装工業","6485","東証","-","-","○","9,200","03/26","有","0.00","1,941","-6","-0.81 %","-","28","3,800","-3.33 %","貸借","0.05"
"イーグル工業","6486","東証","-","-","○","30,300","-","無","0.00","1,026","-2","-2.28 %","-","480","218,700","-2.37 %","貸借","0.00"
"キッツ","6498","東証","-","-","○","76,800","09/25","有","0.00","732","8","1.10 %","-","304","141,600","0.00 %","貸借","0.00"
"日立","6501","東証","○","-","○","45,000","-","無","0.00","3,905","-44","-0.93 %","-","3,836","2,152,500","-2.03 %","貸借","0.00"
"東芝","6502","東証","○","-","○","25,400","-","無","0.00","3,260","-10","0.00 %","-","1,604","1,291,300","-1.36 %","貸借","0.00"
"三菱電機","6503","東証","○","-","○","17,100","-","無","0.00","1,400.0","8.0","0.32 %","-","4,081","3,171,900","-0.77 %","貸借","0.00"
"安川電機","6506","東証","○","-","○","13,900","-","無","0.00","3,390","-15","0.59 %","-","2,537","2,073,900","-3.14 %","貸借","0.00"
"シンフォニアテクノロジー","6507","東証","-","-","○","35,300","-","無","0.00","1,191","-10","-0.41 %","-","317","68,400","-2.77 %","貸借","0.00"
"明電舎","6508","東証","-","-","○","46,500","-","無","0.00","1,656","22","0.36 %","-","666","152,900","-0.95 %","貸借","0.00"
"オリジン","6513","東証","○","-","○","500","-","無","0.20","1,408","-11","-0.84 %","-","81","13,000","-2.89 %","信用","0.00"
"山洋電気","6516","東証","-","-","○","5,800","-","無","0.00","4,125","-105","-2.94 %","-","373","61,300","-5.71 %","貸借","0.00"
"デンヨー","6517","東証","-","-","○","21,800","03/26","有","0.00","1,447","-4","-0.06 %","-","66","12,200","-0.41 %","貸借","0.00"
"三桜工業","6584","東証","-","-","○","20,200","-","無","0.00","446","-18","-3.04 %","-","635","380,800","-7.08 %","貸借","0.05"
"マキタ","6586","東証","○","-","○","3,300","09/25","有","0.00","3,435","50","1.17 %","-","1,168","698,600","-0.29 %","貸借","0.00"
"東芝テック","6588","東証","-","-","○","30,100","-","無","0.00","2,982","-43","-0.76 %","-","992","204,800","-2.22 %","貸借","0.00"
"芝浦メカトロニクス","6590","東証","-","-","○","2,700","-","無","0.00","2,627","-7","-1.79 %","-","88","14,200","-1.79 %","貸借","0.00"
"マブチモーター","6592","東証","-","-","○","0","12/25","有","0.00","3,685","-25","-0.53 %","-","661","295,800","-1.47 %","貸借","0.00"
"日本電産","6594","東証","○","-","○","12,600","03/26","有","0.00","14,265","35","-0.07 %","-","2,280","521,500","-1.45 %","貸借","0.00"
"東光高岳","6617","東証","○","-","○","1,100","03/26","有","0.00","1,197","8","-1.07 %","-","72","12,500","-1.80 %","貸借","0.00"
"ダイヘン","6622","東証","-","-","○","13,300","-","無","0.00","3,060","-10","-0.32 %","-","396","76,500","-2.85 %","貸借","0.10"
"ＪＶＣケンウッド","6632","東証","-","-","○","186,600","-","無","0.00","237","-2","-0.42 %","-","527","778,000","-2.06 %","貸借","0.00"
"第一精工","6640","東証","-","-","○","900","-","無","0.00","1,225","31","2.94 %","-","770","177,000","-3.99 %","貸借","0.00"
"日新電機","6641","東証","-","-","○","42,100","-","無","0.00","1,159","1","1.13 %","-","1,040","314,300","-1.44 %","貸借","0.05"
"大崎電気","6644","東証","-","-","○","57,800","-","無","0.00","708","-11","-1.39 %","-","446","146,900","-2.07 %","貸借","0.00"
"オムロン","6645","東証","○","-","○","0","03/26","有","0.00","5,450","-30","-0.18 %","-","1,160","709,500","-3.19 %","貸借","0.10"
"日東工業","6651","東証","-","-","○","44,200","-","無","0.00","1,936","-23","-0.71 %","-","389","64,700","-3.00 %","貸借","0.00"
"ＩＤＥＣ","6652","東証","-","-","○","6,000","-","無","0.00","1,986","-2","-0.25 %","-","297","55,900","-1.63 %","貸借","0.00"
"ジーエス・ユアサコーポ","6674","東証","○","-","○","3,800","-","無","0.00","2,041","-10","0.54 %","-","1,261","348,200","-0.97 %","貸借","0.00"
"メルコホールディングス","6676","東証","-","-","○","2,800","-","無","0.00","3,060","15","-0.32 %","-","82","13,900","-4.07 %","貸借","0.00"
"日本電気","6701","東証","○","-","○","21,500","-","無","0.00","4,080","50","0.86 %","-","1,751","802,200","-0.60 %","貸借","0.00"
"富士通","6702","東証","○","-","○","6,700","-","無","0.00","7,602","48","0.64 %","-","2,227","602,900","-0.53 %","貸借","0.00"
"沖電気","6703","東証","○","-","○","17,300","-","無","0.00","1,317","-4","-0.30 %","-","888","414,800","-1.71 %","貸借","0.00"
"電気興業","6706","東証","-","-","○","10,500","-","無","0.00","3,210","-25","-0.61 %","-","258","45,600","-2.13 %","貸借","0.10"
"サンケン電気","6707","東証","-","-","○","21,100","-","無","0.00","2,173","-20","-1.00 %","-","634","130,800","-4.31 %","貸借","0.00"
"アイホン","6718","東証","-","-","○","13,600","-","無","0.00","1,668","-11","-1.53 %","-","20","7,600","-1.94 %","貸借","0.05"
"ルネサスエレクトロニクス","6723","東証","-","-","○","112,800","-","無","0.00","509","-12","-2.49 %","-","3,164","6,909,400","-4.68 %","貸借","0.00"
"セイコーエプソン","6724","東証","○","-","○","20,100","-","無","0.00","1,705","-3","0.23 %","-","1,414","907,000","-1.04 %","貸借","0.05"
"ワコム","6727","東証","○","-","○","97,700","-","無","0.00","352","5","0.57 %","-","1,324","1,817,900","-4.08 %","貸借","0.00"
"アルバック","6728","東証","-","-","○","51,600","-","無","0.00","3,335","-25","-1.18 %","-","998","602,600","-1.91 %","貸借","0.00"
"ＥＩＺＯ","6737","東証","○","-","○","1,200","09/25","有","0.00","3,830","-20","-0.90 %","-","248","48,700","-2.17 %","貸借","0.00"
"日本信号","6741","東証","-","-","○","69,100","-","無","0.00","1,181","1","-0.67 %","-","355","108,600","-2.07 %","貸借","0.00"
"京三製作所","6742","東証","-","-","○","29,600","-","無","0.00","369","11","0.00 %","-","299","274,600","-1.60 %","貸借","0.00"
"能美防災","6744","東証","-","-","○","32,200","-","無","0.00","2,330","3","0.90 %","-","307","52,600","-1.43 %","貸借","0.05"
"ホーチキ","6745","東証","-","-","○","11,800","-","無","0.00","1,330","30","1.91 %","-","429","73,600","-2.99 %","貸借","0.05"
"エレコム","6750","東証","○","-","○","4,300","09/25","有","0.00","3,520","-5","0.42 %","-","195","35,500","-0.98 %","貸借","0.00"
"パナソニック","6752","東証","○","-","○","168,800","-","無","0.00","884.9","1.6","0.61 %","-","8,070","5,478,300","-0.62 %","貸借","0.00"
"アンリツ","6754","東証","○","-","○","100","-","無","0.00","1,841","-43","-1.44 %","-","4,617","2,533,500","-2.79 %","貸借","0.05"
"富士通ゼネラル","6755","東証","-","-","○","5,100","-","無","0.00","1,674","25","1.94 %","-","1,517","550,900","-1.18 %","貸借","0.05"
"ソニー","6758","東証","○","-","○","3,700","03/26","有","0.00","5,631","-121","-1.34 %","-","14,261","6,724,800","-3.33 %","貸借","0.00"
"ＴＤＫ","6762","東証","○","-","○","5,000","-","無","0.00","7,800","20","0.12 %","-","1,354","609,500","-2.62 %","貸借","0.00"
"帝国通信工業","6763","東証","-","-","○","3,100","-","無","0.00","1,153","7","-0.51 %","-","31","5,600","-0.51 %","貸借","0.05"
"タムラ製作所","6768","東証","-","-","○","63,200","-","無","0.00","556","-5","0.18 %","-","388","171,400","-3.30 %","貸借","0.00"
